,SN,ON_HOURS,NUM_OF_POWER_ONS,EXPECTED_MOTOR_ROTATIONS,SUPPOSED_MOTOR_ROTATIONS,ACTIVE_MILLING_HOURS,DAYS OFFLINE,DAYS SINCE VISIT,CATEGORY
12489,19060416,9.99,1.0,978.0,978.0,1.56,43.0,65.0,Technical
12490,19060326,3.21,1.0,820.0,912.0,2.35,59.0,24.0,Nontechnical
12491,21050747,8.45,1.0,0.0,0.0,0.01,39.0,69.0,Technical
12492,21050747,8.49,1.0,0.0,0.0,0.01,39.0,69.0,Technical
12493,19060326,8.98,1.0,0.0,0.0,0.0,32.0,166.0,Nontechnical
12494,21050601,1.36,1.0,0.0,0.0,0.0,32.0,135.0,Technical
12495,18040271,9.66,1.0,916.0,916.0,1.17,31.0,148.0,Technical
12496,19060447,0.07,1.0,0.0,0.0,0.0,49.0,5.0,Nontechnical
12497,18040178,5.85,1.0,5.0,5.0,0.01,177.0,524.0,Nontechnical
12498,19060326,4.92,1.0,980.0,997.0,3.3,32.0,166.0,Nontechnical
12499,21050601,1.53,1.0,33.0,33.0,0.03,32.0,135.0,Technical
12500,21050651,7.34,1.0,33.0,33.0,0.08,69.0,76.0,Nontechnical
12501,19060413,7.36,1.0,1.0,0.0,0.0,31.0,34.0,Technical
12502,21050576,9.92,1.0,944.0,944.0,9.96,270.0,511.0,Technical
12503,19060347,8.37,1.0,3250.0,3266.0,3.85,243.0,294.0,Nontechnical
12504,21050719,9.98,1.0,0.0,0.0,0.0,81.0,81.0,Nontechnical
12505,19060347,6.93,1.0,732.0,740.0,2.38,243.0,294.0,Nontechnical
12506,21110979,2.96,1.0,696.0,697.0,0.5,51.0,11.0,Technical
12507,21110993,7.15,1.0,967.0,997.0,1.79,62.0,87.0,Technical
12508,21111023,7.73,1.0,0.0,0.0,0.0,37.0,3.0,Technical
12509,18040304,3.74,1.0,82.0,90.0,0.3,46.0,46.0,Nontechnical
12510,19060392,2.22,1.0,0.0,0.0,0.0,81.0,7.0,Nontechnical
12511,21050716,3.72,1.0,1903.0,1903.0,1.37,83.0,83.0,Nontechnical
12512,19060416,0.12,1.0,97.0,3.0,0.04,119.0,153.0,Technical
12513,19060324,1.99,1.0,913.0,914.0,1.59,186.0,511.0,Technical
12514,19060439,1.95,1.0,583.0,583.0,0.99,50.0,9.0,Nontechnical
12515,19060419,8.5,1.0,8.0,8.0,0.06,31.0,31.0,Nontechnical
12516,21050678,0.84,1.0,82.0,82.0,0.52,83.0,83.0,Nontechnical
12517,18040178,9.76,1.0,937.0,937.0,2.66,546.0,524.0,Nontechnical
12518,19060345,9.99,1.0,0.0,0.0,0.0,63.0,83.0,Nontechnical
